"Time (s) Run #1","Absolute Pressure (kPa) Run #1","Temperature (°C) Run #1","Abs (K) Run #1"
566.900,93.067,28.89,302.04
566.950,93.054,28.89,302.04
567.000,93.076,28.89,302.04
567.050,93.069,28.89,302.04
567.100,93.056,28.89,302.04
567.150,93.104,28.89,302.04
567.200,93.078,28.89,302.04
567.250,93.108,28.89,302.04
567.300,93.115,28.88,302.03
567.350,93.091,28.88,302.03
567.400,93.082,28.88,302.03
567.450,93.080,28.88,302.03
567.500,93.091,28.88,302.03
567.550,93.076,28.88,302.03
567.600,93.071,28.88,302.03
567.650,93.078,28.87,302.02
567.700,93.089,28.88,302.03
567.750,93.097,28.87,302.02
567.800,93.074,28.87,302.02
567.850,93.082,28.87,302.02
567.900,93.106,28.87,302.02
567.950,93.104,28.87,302.02
568.000,93.087,28.87,302.02
568.050,93.069,28.87,302.02
568.100,93.078,28.87,302.02
568.150,93.102,28.87,302.02
568.200,93.078,28.86,302.01
568.250,93.087,28.86,302.01
568.300,93.074,28.86,302.01
568.350,93.071,28.86,302.01
568.400,93.054,28.86,302.01
568.450,93.121,28.86,302.01
568.500,93.065,28.86,302.01
568.550,93.074,28.86,302.01
568.600,93.045,28.86,302.01
568.650,93.050,28.85,302.00
568.700,93.071,28.86,302.01
568.750,93.039,28.85,302.00
568.800,93.082,28.85,302.00
568.850,93.061,28.85,302.00
568.900,93.069,28.85,302.00
568.950,93.052,28.85,302.00
569.000,93.071,28.85,302.00
569.050,93.069,28.85,302.00
569.100,93.084,28.85,302.00
569.150,93.093,28.85,302.00
569.200,93.071,28.84,301.99
569.250,93.084,28.84,301.99
569.300,93.056,28.84,301.99
569.350,93.045,28.84,301.99
569.400,93.063,28.84,301.99
569.450,93.037,28.84,301.99
569.500,93.013,28.84,301.99
569.550,93.056,28.84,301.99
569.600,93.058,28.84,301.99
569.650,93.063,28.84,301.99
569.700,93.067,28.83,301.98
569.750,93.037,28.84,301.99
569.800,93.061,28.83,301.98
569.850,93.030,28.83,301.98
569.900,93.076,28.83,301.98
569.950,93.037,28.83,301.98
570.000,93.089,28.83,301.98
570.050,93.078,28.83,301.98
570.100,93.065,28.83,301.98
570.150,93.076,28.83,301.98
570.200,93.056,28.83,301.98
570.250,93.084,28.83,301.98
570.300,93.039,28.83,301.98
570.350,93.041,28.82,301.97
570.400,93.032,28.82,301.97
570.450,93.061,28.82,301.97
570.500,93.082,28.82,301.97
570.550,93.063,28.82,301.97
570.600,93.037,28.82,301.97
570.650,93.030,28.82,301.97
570.700,93.050,28.82,301.97
570.750,93.087,28.82,301.97
570.800,93.047,28.82,301.97
570.850,93.071,28.82,301.97
570.900,93.067,28.82,301.97
570.950,93.043,28.82,301.97
571.000,93.063,28.81,301.96
571.050,93.054,28.81,301.96
571.100,93.069,28.81,301.96
571.150,93.063,28.81,301.96
571.200,93.021,28.81,301.96
571.250,93.045,28.81,301.96
571.300,93.047,28.81,301.96
571.350,93.045,28.81,301.96
571.400,93.052,28.81,301.96
571.450,93.032,28.81,301.96
571.500,93.050,28.81,301.96
571.550,93.026,28.81,301.96
571.600,93.054,28.81,301.96
571.650,93.030,28.80,301.95
571.700,93.065,28.80,301.95
571.750,93.058,28.80,301.95
571.800,93.056,28.80,301.95
571.850,93.056,28.80,301.95
571.900,93.032,28.80,301.95
571.950,93.041,28.80,301.95
572.000,93.004,28.80,301.95
572.050,93.030,28.80,301.95
572.100,93.024,28.80,301.95
572.150,93.008,28.80,301.95
572.200,93.067,28.80,301.95
572.250,93.013,28.79,301.94
572.300,93.052,28.79,301.94
572.350,93.071,28.79,301.94
572.400,93.028,28.79,301.94
572.450,93.052,28.79,301.94
572.500,93.047,28.79,301.94
572.550,93.013,28.79,301.94
572.600,93.056,28.78,301.93
572.650,93.032,28.79,301.94
572.700,93.030,28.78,301.93
572.750,93.037,28.79,301.94
572.800,93.039,28.79,301.94
572.850,93.056,28.78,301.93
572.900,93.039,28.78,301.93
572.950,93.032,28.78,301.93
573.000,93.021,28.78,301.93
573.050,93.056,28.78,301.93
573.100,93.002,28.78,301.93
573.150,93.030,28.78,301.93
573.200,93.015,28.78,301.93
573.250,93.002,28.77,301.92
573.300,93.058,28.77,301.92
573.350,93.024,28.77,301.92
573.400,93.037,28.77,301.92
573.450,93.041,28.77,301.92
573.500,93.028,28.77,301.92
573.550,93.011,28.77,301.92
573.600,93.041,28.77,301.92
573.650,93.002,28.77,301.92
573.700,93.024,28.77,301.92
573.750,93.039,28.77,301.92
573.800,93.037,28.77,301.92
573.850,93.041,28.77,301.92
573.900,93.034,28.76,301.91
573.950,93.019,28.76,301.91
574.000,93.000,28.76,301.91
574.050,93.019,28.76,301.91
574.100,93.000,28.76,301.91
574.150,93.041,28.76,301.91
574.200,93.000,28.76,301.91
574.250,93.032,28.76,301.91
574.300,92.998,28.76,301.91
574.350,93.037,28.76,301.91
574.400,92.995,28.76,301.91
574.450,93.004,28.75,301.90
574.500,92.991,28.76,301.91
574.550,93.019,28.76,301.91
574.600,92.976,28.76,301.91
574.650,93.026,28.75,301.90
574.700,93.037,28.75,301.90
574.750,93.006,28.75,301.90
574.800,93.028,28.75,301.90
574.850,93.021,28.75,301.90
574.900,92.998,28.75,301.90
574.950,93.039,28.75,301.90
575.000,92.993,28.75,301.90
575.050,93.013,28.75,301.90
575.100,92.998,28.75,301.90
575.150,93.021,28.74,301.89
575.200,93.013,28.75,301.90
575.250,92.989,28.74,301.89
575.300,92.967,28.74,301.89
575.350,93.000,28.74,301.89
575.400,92.998,28.74,301.89
575.450,93.002,28.74,301.89
575.500,92.980,28.74,301.89
575.550,92.989,28.74,301.89
575.600,92.993,28.74,301.89
575.650,92.941,28.74,301.89
575.700,92.967,28.74,301.89
575.750,92.980,28.73,301.88
575.800,92.969,28.73,301.88
575.850,92.972,28.73,301.88
575.900,92.967,28.73,301.88
575.950,92.991,28.73,301.88
576.000,92.991,28.73,301.88
576.050,92.982,28.73,301.88
576.100,93.004,28.73,301.88
576.150,92.993,28.73,301.88
576.200,92.948,28.72,301.87
576.250,92.989,28.72,301.87
576.300,92.972,28.72,301.87
576.350,92.961,28.73,301.88
576.400,92.963,28.72,301.87
576.450,92.967,28.72,301.87
576.500,92.989,28.72,301.87
576.550,92.961,28.72,301.87
576.600,92.989,28.72,301.87
576.650,92.976,28.71,301.86
576.700,92.987,28.71,301.86
576.750,92.965,28.71,301.86
576.800,92.932,28.71,301.86
576.850,92.941,28.71,301.86
576.900,92.959,28.71,301.86
576.950,92.967,28.71,301.86
577.000,92.950,28.71,301.86
577.050,92.961,28.71,301.86
577.100,92.943,28.71,301.86
577.150,92.939,28.70,301.85
577.200,92.969,28.70,301.85
577.250,92.969,28.70,301.85
577.300,92.943,28.70,301.85
577.350,92.969,28.70,301.85
577.400,92.985,28.70,301.85
577.450,92.948,28.70,301.85
577.500,92.924,28.69,301.84
577.550,92.946,28.69,301.84
577.600,92.948,28.69,301.84
577.650,92.930,28.69,301.84
577.700,92.967,28.68,301.83
577.750,92.926,28.68,301.83
577.800,92.952,28.68,301.83
577.850,92.917,28.68,301.83
577.900,92.932,28.67,301.82
577.950,92.932,28.68,301.83
578.000,92.917,28.67,301.82
578.050,92.941,28.67,301.82
578.100,92.930,28.67,301.82
578.150,92.928,28.66,301.81
578.200,92.930,28.66,301.81
578.250,92.935,28.66,301.81
578.300,92.915,28.66,301.81
578.350,92.928,28.66,301.81
578.400,92.889,28.66,301.81
578.450,92.948,28.65,301.80
578.500,92.913,28.65,301.80
578.550,92.959,28.65,301.80
578.600,92.898,28.65,301.80
578.650,92.924,28.65,301.80
578.700,92.915,28.65,301.80
578.750,92.917,28.65,301.80
578.800,92.919,28.65,301.80
578.850,92.932,28.64,301.79
578.900,92.902,28.64,301.79
578.950,92.926,28.64,301.79
579.000,92.911,28.64,301.79
579.050,92.917,28.64,301.79
579.100,92.887,28.64,301.79
579.150,92.922,28.64,301.79
579.200,92.943,28.64,301.79
579.250,92.919,28.63,301.78
579.300,92.909,28.63,301.78
579.350,92.889,28.63,301.78
579.400,92.924,28.63,301.78
579.450,92.876,28.63,301.78
579.500,92.904,28.62,301.77
579.550,92.887,28.62,301.77
579.600,92.891,28.62,301.77
579.650,92.906,28.62,301.77
579.700,92.883,28.62,301.77
579.750,92.913,28.62,301.77
579.800,92.883,28.62,301.77
579.850,92.932,28.61,301.76
579.900,92.872,28.61,301.76
579.950,92.917,28.61,301.76
580.000,92.906,28.61,301.76
580.050,92.919,28.61,301.76
580.100,92.876,28.60,301.75
580.150,92.889,28.60,301.75
580.200,92.893,28.60,301.75
580.250,92.889,28.60,301.75
580.300,92.867,28.60,301.75
580.350,92.885,28.59,301.74
580.400,92.883,28.59,301.74
580.450,92.874,28.59,301.74
580.500,92.870,28.59,301.74
580.550,92.896,28.59,301.74
580.600,92.861,28.58,301.73
580.650,92.887,28.58,301.73
580.700,92.854,28.58,301.73
580.750,92.870,28.57,301.72
580.800,92.863,28.57,301.72
580.850,92.883,28.57,301.72
580.900,92.870,28.57,301.72
580.950,92.893,28.57,301.72
581.000,92.902,28.57,301.72
581.050,92.850,28.56,301.71
581.100,92.854,28.56,301.71
581.150,92.883,28.56,301.71
581.200,92.854,28.56,301.71
581.250,92.861,28.56,301.71
581.300,92.870,28.56,301.71
581.350,92.896,28.55,301.70
581.400,92.839,28.55,301.70
581.450,92.887,28.55,301.70
581.500,92.870,28.54,301.69
581.550,92.859,28.54,301.69
581.600,92.854,28.54,301.69
581.650,92.865,28.54,301.69
581.700,92.833,28.54,301.69
581.750,92.839,28.53,301.68
581.800,92.857,28.53,301.68
581.850,92.844,28.53,301.68
581.900,92.857,28.53,301.68
581.950,92.841,28.52,301.67
582.000,92.850,28.52,301.67
582.050,92.837,28.52,301.67
582.100,92.841,28.51,301.66
582.150,92.837,28.51,301.66
582.200,92.852,28.51,301.66
582.250,92.876,28.51,301.66
582.300,92.863,28.51,301.66
582.350,92.844,28.50,301.65
582.400,92.859,28.50,301.65
582.450,92.854,28.50,301.65
582.500,92.859,28.50,301.65
582.550,92.833,28.50,301.65
582.600,92.848,28.49,301.64
582.650,92.844,28.49,301.64
582.700,92.846,28.49,301.64
582.750,92.859,28.48,301.63
582.800,92.846,28.49,301.64
582.850,92.878,28.48,301.63
582.900,92.831,28.48,301.63
582.950,92.831,28.48,301.63
583.000,92.852,28.48,301.63
583.050,92.872,28.47,301.62
583.100,92.846,28.47,301.62
583.150,92.826,28.47,301.62
583.200,92.837,28.46,301.61
583.250,92.831,28.47,301.62
583.300,92.852,28.46,301.61
583.350,92.841,28.46,301.61
583.400,92.815,28.46,301.61
583.450,92.839,28.46,301.61
583.500,92.822,28.45,301.60
583.550,92.820,28.45,301.60
583.600,92.837,28.45,301.60
583.650,92.820,28.45,301.60
583.700,92.854,28.45,301.60
583.750,92.839,28.45,301.60
583.800,92.818,28.45,301.60
583.850,92.837,28.44,301.59
583.900,92.811,28.44,301.59
583.950,92.791,28.44,301.59
584.000,92.809,28.44,301.59
584.050,92.818,28.43,301.58
584.100,92.791,28.43,301.58
584.150,92.826,28.43,301.58
584.200,92.828,28.43,301.58
584.250,92.828,28.42,301.57
584.300,92.824,28.42,301.57
584.350,92.813,28.42,301.57
584.400,92.807,28.42,301.57
584.450,92.839,28.42,301.57
584.500,92.778,28.42,301.57
584.550,92.837,28.42,301.57
584.600,92.815,28.41,301.56
584.650,92.815,28.41,301.56
584.700,92.809,28.41,301.56
584.750,92.835,28.41,301.56
584.800,92.826,28.41,301.56
584.850,92.815,28.41,301.56
584.900,92.831,28.40,301.55
584.950,92.809,28.40,301.55
585.000,92.822,28.40,301.55
585.050,92.802,28.40,301.55
585.100,92.818,28.40,301.55
585.150,92.794,28.40,301.55
585.200,92.800,28.40,301.55
585.250,92.781,28.40,301.55
585.300,92.809,28.39,301.54
585.350,92.796,28.39,301.54
585.400,92.781,28.39,301.54
585.450,92.752,28.39,301.54
585.500,92.794,28.39,301.54
585.550,92.776,28.39,301.54
585.600,92.813,28.38,301.53
585.650,92.824,28.38,301.53
585.700,92.774,28.38,301.53
585.750,92.789,28.38,301.53
585.800,92.802,28.38,301.53
585.850,92.826,28.38,301.53
585.900,92.813,28.38,301.53
585.950,92.776,28.38,301.53
586.000,92.798,28.37,301.52
586.050,92.781,28.37,301.52
586.100,92.796,28.37,301.52
586.150,92.761,28.37,301.52
586.200,92.765,28.37,301.52
586.250,92.796,28.37,301.52
586.300,92.789,28.37,301.52
586.350,92.820,28.37,301.52
586.400,92.796,28.37,301.52
586.450,92.822,28.37,301.52
586.500,92.796,28.37,301.52
586.550,92.778,28.37,301.52
586.600,92.783,28.37,301.52
586.650,92.822,28.37,301.52
586.700,92.768,28.37,301.52
586.750,92.800,28.37,301.52
586.800,92.785,28.37,301.52
586.850,92.763,28.37,301.52
586.900,92.783,28.37,301.52
586.950,92.800,28.37,301.52
587.000,92.787,28.37,301.52
587.050,92.783,28.37,301.52
587.100,92.783,28.37,301.52
587.150,92.783,28.37,301.52
587.200,92.807,28.37,301.52
587.250,92.770,28.37,301.52
587.300,92.787,28.37,301.52
587.350,92.778,28.37,301.52
587.400,92.748,28.37,301.52
587.450,92.781,28.37,301.52
587.500,92.789,28.37,301.52
587.550,92.772,28.37,301.52
587.600,92.763,28.37,301.52
587.650,92.763,28.37,301.52
587.700,92.787,28.37,301.52
587.750,92.774,28.37,301.52
587.800,92.791,28.37,301.52
587.850,92.791,28.37,301.52
587.900,92.787,28.37,301.52
587.950,92.787,28.37,301.52
588.000,92.802,28.37,301.52
588.050,92.794,28.37,301.52
588.100,92.778,28.37,301.52
588.150,92.776,28.37,301.52
588.200,92.787,28.37,301.52
588.250,92.781,28.37,301.52
588.300,92.809,28.37,301.52
588.350,92.759,28.37,301.52
588.400,92.785,28.37,301.52
588.450,92.757,28.37,301.52
588.500,92.772,28.37,301.52
588.550,92.783,28.37,301.52
588.600,92.757,28.37,301.52
588.650,92.772,28.36,301.51
588.700,92.774,28.37,301.52
588.750,92.763,28.37,301.52
588.800,92.781,28.36,301.51
588.850,92.768,28.37,301.52
588.900,92.781,28.36,301.51
588.950,92.778,28.36,301.51
589.000,92.768,28.36,301.51
589.050,92.796,28.36,301.51
589.100,92.772,28.36,301.51
589.150,92.774,28.36,301.51
589.200,92.787,28.36,301.51
589.250,92.800,28.36,301.51
589.300,92.752,28.36,301.51
589.350,92.794,28.35,301.50
589.400,92.770,28.36,301.51
589.450,92.768,28.36,301.51
589.500,92.757,28.35,301.50
589.550,92.765,28.35,301.50
589.600,92.763,28.35,301.50
589.650,92.759,28.35,301.50
589.700,92.759,28.35,301.50
589.750,92.798,28.35,301.50
589.800,92.774,28.35,301.50
589.850,92.763,28.35,301.50
589.900,92.735,28.35,301.50
589.950,92.752,28.35,301.50
590.000,92.770,28.35,301.50
590.050,92.746,28.35,301.50
590.100,92.776,28.35,301.50
590.150,92.778,28.35,301.50
590.200,92.778,28.35,301.50
590.250,92.768,28.35,301.50
590.300,92.768,28.35,301.50
590.350,92.776,28.34,301.49
590.400,92.737,28.34,301.49
590.450,92.759,28.34,301.49
590.500,92.765,28.34,301.49
590.550,92.781,28.35,301.50
590.600,92.783,28.34,301.49
590.650,92.761,28.34,301.49
590.700,92.757,28.34,301.49
590.750,92.748,28.34,301.49
590.800,92.759,28.34,301.49
590.850,92.776,28.34,301.49
590.900,92.744,28.34,301.49
590.950,92.778,28.34,301.49
591.000,92.746,28.34,301.49
591.050,92.772,28.34,301.49
591.100,92.781,28.34,301.49
591.150,92.746,28.34,301.49
591.200,92.768,28.34,301.49
591.250,92.765,28.33,301.48
591.300,92.744,28.33,301.48
591.350,92.755,28.33,301.48
591.400,92.742,28.33,301.48
591.450,92.774,28.33,301.48
591.500,92.729,28.33,301.48
591.550,92.774,28.33,301.48
591.600,92.770,28.32,301.47
591.650,92.750,28.33,301.48
591.700,92.789,28.32,301.47
591.750,92.783,28.32,301.47
591.800,92.785,28.32,301.47
591.850,92.718,28.32,301.47
591.900,92.757,28.32,301.47
591.950,92.755,28.31,301.46
592.000,92.731,28.31,301.46
592.050,92.802,28.31,301.46
592.100,92.744,28.31,301.46
592.150,92.752,28.31,301.46
592.200,92.768,28.31,301.46
592.250,92.770,28.31,301.46
592.300,92.748,28.30,301.45
592.350,92.763,28.30,301.45
592.400,92.748,28.30,301.45
592.450,92.709,28.30,301.45
592.500,92.752,28.30,301.45
592.550,92.737,28.30,301.45
592.600,92.768,28.29,301.44
592.650,92.748,28.29,301.44
592.700,92.746,28.29,301.44
592.750,92.765,28.29,301.44
592.800,92.755,28.29,301.44
592.850,92.737,28.29,301.44
592.900,92.759,28.29,301.44
592.950,92.772,28.28,301.43
593.000,92.755,28.29,301.44
593.050,92.742,28.28,301.43
593.100,92.772,28.28,301.43
593.150,92.722,28.28,301.43
593.200,92.746,28.28,301.43
593.250,92.729,28.27,301.42
593.300,92.761,28.27,301.42
593.350,92.774,28.27,301.42
593.400,92.733,28.27,301.42
593.450,92.713,28.27,301.42
593.500,92.746,28.27,301.42
593.550,92.735,28.27,301.42
593.600,92.744,28.27,301.42
593.650,92.755,28.26,301.41
593.700,92.761,28.26,301.41
593.750,92.750,28.26,301.41
593.800,92.757,28.26,301.41
593.850,92.755,28.26,301.41
593.900,92.733,28.26,301.41
593.950,92.752,28.25,301.40
594.000,92.731,28.26,301.41
594.050,92.729,28.25,301.40
594.100,92.757,28.25,301.40
594.150,92.755,28.25,301.40
594.200,92.735,28.25,301.40
594.250,92.776,28.25,301.40
594.300,92.733,28.25,301.40
594.350,92.748,28.24,301.39
594.400,92.752,28.25,301.40
594.450,92.744,28.24,301.39
594.500,92.776,28.24,301.39
594.550,92.748,28.24,301.39
594.600,92.739,28.24,301.39
594.650,92.729,28.24,301.39
594.700,92.713,28.24,301.39
594.750,92.733,28.23,301.38
594.800,92.733,28.24,301.39
594.850,92.726,28.23,301.38
594.900,92.742,28.23,301.38
594.950,92.722,28.23,301.38
595.000,92.750,28.23,301.38
595.050,92.750,28.22,301.37
595.100,92.759,28.23,301.38
595.150,92.748,28.22,301.37
595.200,92.711,28.22,301.37
595.250,92.759,28.22,301.37
595.300,92.731,28.22,301.37
595.350,92.759,28.22,301.37
595.400,92.729,28.21,301.36
595.450,92.737,28.21,301.36
595.500,92.759,28.21,301.36
595.550,92.735,28.21,301.36
595.600,92.742,28.21,301.36
595.650,92.720,28.21,301.36
595.700,92.731,28.21,301.36
595.750,92.718,28.20,301.35
595.800,92.742,28.20,301.35
595.850,92.733,28.20,301.35
595.900,92.703,28.20,301.35
595.950,92.720,28.19,301.34
596.000,92.720,28.19,301.34
596.050,92.729,28.19,301.34
596.100,92.716,28.19,301.34
596.150,92.748,28.19,301.34
596.200,92.724,28.19,301.34
596.250,92.713,28.19,301.34
596.300,92.742,28.18,301.33
596.350,92.724,28.18,301.33
596.400,92.765,28.18,301.33
596.450,92.742,28.18,301.33
596.500,92.737,28.18,301.33
596.550,92.720,28.18,301.33
596.600,92.735,28.17,301.32
596.650,92.735,28.17,301.32
596.700,92.752,28.17,301.32
596.750,92.750,28.17,301.32
596.800,92.724,28.17,301.32
596.850,92.737,28.17,301.32
596.900,92.735,28.17,301.32
596.950,92.748,28.17,301.32
597.000,92.729,28.17,301.32
597.050,92.752,28.16,301.31
597.100,92.746,28.16,301.31
597.150,92.726,28.16,301.31
597.200,92.707,28.16,301.31
597.250,92.731,28.16,301.31
597.300,92.733,28.16,301.31
597.350,92.726,28.16,301.31
597.400,92.722,28.15,301.30
597.450,92.739,28.15,301.30
597.500,92.733,28.15,301.30
597.550,92.739,28.15,301.30
597.600,92.724,28.15,301.30
597.650,92.750,28.15,301.30
597.700,92.731,28.15,301.30
597.750,92.698,28.15,301.30
597.800,92.733,28.14,301.29
597.850,92.703,28.15,301.30
597.900,92.703,28.14,301.29
597.950,92.731,28.14,301.29
598.000,92.742,28.14,301.29
598.050,92.729,28.14,301.29
598.100,92.737,28.14,301.29
598.150,92.720,28.14,301.29
598.200,92.722,28.14,301.29
598.250,92.720,28.14,301.29
598.300,92.729,28.14,301.29
598.350,92.687,28.13,301.28
598.400,92.726,28.13,301.28
598.450,92.718,28.13,301.28
598.500,92.722,28.13,301.28
598.550,92.735,28.13,301.28
598.600,92.744,28.13,301.28
598.650,92.722,28.13,301.28
598.700,92.718,28.13,301.28
598.750,92.711,28.12,301.27
598.800,92.733,28.12,301.27
598.850,92.746,28.12,301.27
598.900,92.731,28.12,301.27
598.950,92.729,28.11,301.26
599.000,92.739,28.11,301.26
599.050,92.700,28.11,301.26
599.100,92.713,28.11,301.26
599.150,92.696,28.11,301.26
599.200,92.729,28.11,301.26
599.250,92.733,28.11,301.26
599.300,92.755,28.11,301.26
599.350,92.722,28.10,301.25
599.400,92.739,28.10,301.25
599.450,92.724,28.10,301.25
599.500,92.733,28.10,301.25
599.550,92.731,28.10,301.25
599.600,92.744,28.10,301.25
599.650,92.705,28.10,301.25
599.700,92.729,28.10,301.25
599.750,92.724,28.09,301.24
599.800,92.716,28.09,301.24
599.850,92.733,28.09,301.24
599.900,92.711,28.09,301.24
599.950,92.735,28.09,301.24
600.000,92.735,28.09,301.24
600.050,92.716,28.09,301.24
600.100,92.711,28.08,301.23
600.150,92.709,28.09,301.24
600.200,92.744,28.08,301.23
600.250,92.729,28.08,301.23
600.300,92.705,28.08,301.23
600.350,92.698,28.08,301.23
600.400,92.705,28.08,301.23
600.450,92.724,28.07,301.22
600.500,92.737,28.08,301.23
600.550,92.752,28.07,301.22
600.600,92.724,28.07,301.22
600.650,92.711,28.07,301.22
600.700,92.707,28.06,301.21
600.750,92.720,28.06,301.21
600.800,92.713,28.06,301.21
600.850,92.718,28.06,301.21
600.900,92.750,28.06,301.21
600.950,92.729,28.05,301.20
601.000,92.703,28.05,301.20
601.050,92.711,28.05,301.20
601.100,92.718,28.05,301.20
601.150,92.720,28.05,301.20
601.200,92.705,28.04,301.19
601.250,92.739,28.04,301.19
601.300,92.694,28.04,301.19
601.350,92.687,28.04,301.19
601.400,92.733,28.04,301.19
601.450,92.696,28.03,301.18
601.500,92.703,28.03,301.18
601.550,92.737,28.03,301.18
601.600,92.716,28.03,301.18
601.650,92.724,28.02,301.17
601.700,92.735,28.02,301.17
601.750,92.731,28.02,301.17
601.800,92.690,28.02,301.17
601.850,92.685,28.01,301.16
601.900,92.692,28.01,301.16
601.950,92.720,28.01,301.16
602.000,92.713,28.01,301.16
602.050,92.724,28.01,301.16
602.100,92.690,28.00,301.15
602.150,92.713,28.00,301.15
602.200,92.705,28.00,301.15
602.250,92.726,28.00,301.15
602.300,92.735,27.99,301.14
602.350,92.698,27.99,301.14
602.400,92.681,27.99,301.14
602.450,92.705,27.99,301.14
602.500,92.670,27.99,301.14
602.550,92.700,27.99,301.14
602.600,92.703,27.98,301.13
602.650,92.659,27.98,301.13
602.700,92.646,27.98,301.13
602.750,92.692,27.98,301.13
602.800,92.698,27.98,301.13
602.850,92.694,27.97,301.12
602.900,92.681,27.97,301.12
602.950,92.735,27.97,301.12
603.000,92.683,27.97,301.12
603.050,92.694,27.97,301.12
603.100,92.687,27.97,301.12
603.150,92.676,27.97,301.12
603.200,92.661,27.96,301.11
603.250,92.644,27.97,301.12
603.300,92.663,27.96,301.11
603.350,92.672,27.96,301.11
603.400,92.633,27.96,301.11
603.450,92.659,27.96,301.11
603.500,92.657,27.96,301.11
603.550,92.681,27.96,301.11
603.600,92.642,27.96,301.11
603.650,92.631,27.95,301.10
603.700,92.635,27.95,301.10
603.750,92.644,27.95,301.10
603.800,92.650,27.95,301.10
603.850,92.668,27.95,301.10
603.900,92.624,27.95,301.10
603.950,92.629,27.95,301.10
604.000,92.635,27.95,301.10
604.050,92.635,27.95,301.10
604.100,92.642,27.94,301.09
604.150,92.629,27.94,301.09
604.200,92.624,27.94,301.09
604.250,92.655,27.94,301.09
604.300,92.644,27.94,301.09
604.350,92.627,27.94,301.09
604.400,92.631,27.94,301.09
604.450,92.622,27.94,301.09
604.500,92.592,27.94,301.09
604.550,92.640,27.94,301.09
604.600,92.637,27.94,301.09
604.650,92.627,27.94,301.09
604.700,92.579,27.93,301.08
604.750,92.598,27.93,301.08
604.800,92.635,27.93,301.08
604.850,92.618,27.93,301.08
604.900,92.581,27.93,301.08
604.950,92.596,27.93,301.08
605.000,92.564,27.93,301.08
605.050,92.603,27.93,301.08
605.100,92.605,27.93,301.08
605.150,92.575,27.93,301.08
605.200,92.581,27.93,301.08
605.250,92.611,27.93,301.08
605.300,92.585,27.93,301.08
605.350,92.603,27.92,301.07
605.400,92.596,27.92,301.07
605.450,92.559,27.92,301.07
605.500,92.592,27.92,301.07
605.550,92.588,27.92,301.07
605.600,92.592,27.91,301.06
605.650,92.598,27.91,301.06
605.700,92.561,27.91,301.06
605.750,92.590,27.90,301.05
605.800,92.551,27.91,301.06
605.850,92.568,27.91,301.06
605.900,92.603,27.90,301.05
605.950,92.581,27.90,301.05
606.000,92.585,27.90,301.05
606.050,92.548,27.90,301.05
606.100,92.592,27.89,301.04
606.150,92.581,27.90,301.05
606.200,92.559,27.89,301.04
606.250,92.564,27.89,301.04
606.300,92.564,27.89,301.04
606.350,92.525,27.89,301.04
606.400,92.583,27.89,301.04
606.450,92.581,27.88,301.03
606.500,92.553,27.88,301.03
606.550,92.546,27.88,301.03
606.600,92.544,27.88,301.03
606.650,92.538,27.88,301.03
606.700,92.542,27.88,301.03
606.750,92.540,27.88,301.03
606.800,92.548,27.87,301.02
606.850,92.548,27.87,301.02
606.900,92.527,27.87,301.02
606.950,92.529,27.87,301.02
607.000,92.551,27.87,301.02
607.050,92.551,27.86,301.01
607.100,92.535,27.86,301.01
607.150,92.527,27.86,301.01
607.200,92.555,27.86,301.01
607.250,92.533,27.86,301.01
607.300,92.525,27.86,301.01
607.350,92.518,27.86,301.01
607.400,92.546,27.86,301.01
607.450,92.503,27.85,301.00
607.500,92.542,27.85,301.00
607.550,92.527,27.85,301.00
607.600,92.496,27.85,301.00
607.650,92.542,27.84,300.99
607.700,92.507,27.85,301.00
607.750,92.488,27.84,300.99
607.800,92.514,27.84,300.99
607.850,92.518,27.84,300.99
607.900,92.490,27.84,300.99
607.950,92.479,27.84,300.99
608.000,92.503,27.83,300.98
608.050,92.512,27.83,300.98
608.100,92.494,27.83,300.98
608.150,92.514,27.83,300.98
608.200,92.477,27.82,300.97
608.250,92.490,27.83,300.98
608.300,92.496,27.83,300.98
608.350,92.481,27.82,300.97
608.400,92.501,27.82,300.97
608.450,92.507,27.82,300.97
608.500,92.470,27.82,300.97
608.550,92.496,27.82,300.97
608.600,92.503,27.81,300.96
608.650,92.499,27.81,300.96
608.700,92.507,27.81,300.96
608.750,92.518,27.81,300.96
608.800,92.501,27.81,300.96
608.850,92.464,27.81,300.96
608.900,92.503,27.80,300.95
608.950,92.479,27.80,300.95
609.000,92.496,27.80,300.95
609.050,92.466,27.79,300.94
609.100,92.470,27.79,300.94
609.150,92.473,27.79,300.94
609.200,92.499,27.79,300.94
609.250,92.488,27.79,300.94
609.300,92.486,27.79,300.94
609.350,92.470,27.79,300.94
609.400,92.475,27.78,300.93
609.450,92.470,27.78,300.93
609.500,92.477,27.78,300.93
609.550,92.479,27.78,300.93
609.600,92.481,27.78,300.93
609.650,92.481,27.78,300.93
609.700,92.488,27.78,300.93
609.750,92.468,27.78,300.93
609.800,92.466,27.77,300.92
609.850,92.481,27.77,300.92
609.900,92.483,27.77,300.92
609.950,92.420,27.77,300.92
610.000,92.475,27.77,300.92
610.050,92.473,27.77,300.92
610.100,92.470,27.77,300.92
610.150,92.486,27.76,300.91
610.200,92.466,27.77,300.92
610.250,92.433,27.76,300.91
610.300,92.431,27.76,300.91
610.350,92.451,27.76,300.91
610.400,92.490,27.76,300.91
