"Time (s) Run #1","Absolute Pressure (kPa) Run #1","Temperature (°C) Run #1","Abs (K) Run #1"
1370.100,86.081,6.99,280.14
1370.150,86.077,6.99,280.14
1370.200,86.081,6.99,280.14
1370.250,86.103,6.99,280.14
1370.300,86.122,7.00,280.15
1370.350,86.081,7.00,280.15
1370.400,86.066,7.00,280.15
1370.450,86.103,7.00,280.15
1370.500,86.087,7.00,280.15
1370.550,86.109,7.00,280.15
1370.600,86.092,7.00,280.15
1370.650,86.105,7.00,280.15
1370.700,86.109,7.00,280.15
1370.750,86.090,7.00,280.15
1370.800,86.079,7.01,280.16
1370.850,86.092,7.01,280.16
1370.900,86.090,7.01,280.16
1370.950,86.116,7.01,280.16
1371.000,86.070,7.01,280.16
1371.050,86.133,7.02,280.17
1371.100,86.096,7.02,280.17
1371.150,86.096,7.01,280.16
1371.200,86.083,7.02,280.17
1371.250,86.122,7.02,280.17
1371.300,86.081,7.02,280.17
1371.350,86.103,7.02,280.17
1371.400,86.092,7.02,280.17
1371.450,86.107,7.02,280.17
1371.500,86.118,7.02,280.17
1371.550,86.122,7.02,280.17
1371.600,86.070,7.02,280.17
1371.650,86.096,7.02,280.17
1371.700,86.126,7.03,280.18
1371.750,86.113,7.02,280.17
1371.800,86.100,7.02,280.17
1371.850,86.116,7.02,280.17
1371.900,86.113,7.03,280.18
1371.950,86.094,7.03,280.18
1372.000,86.109,7.03,280.18
1372.050,86.109,7.03,280.18
1372.100,86.124,7.03,280.18
1372.150,86.131,7.03,280.18
1372.200,86.083,7.03,280.18
1372.250,86.098,7.03,280.18
1372.300,86.109,7.03,280.18
1372.350,86.111,7.03,280.18
1372.400,86.150,7.03,280.18
1372.450,86.109,7.03,280.18
1372.500,86.100,7.04,280.19
1372.550,86.096,7.03,280.18
1372.600,86.148,7.03,280.18
1372.650,86.105,7.03,280.18
1372.700,86.142,7.04,280.19
1372.750,86.098,7.03,280.18
1372.800,86.124,7.03,280.18
1372.850,86.111,7.03,280.18
1372.900,86.137,7.04,280.19
1372.950,86.118,7.04,280.19
1373.000,86.129,7.03,280.18
1373.050,86.137,7.04,280.19
1373.100,86.100,7.04,280.19
1373.150,86.124,7.04,280.19
1373.200,86.094,7.04,280.19
1373.250,86.139,7.04,280.19
1373.300,86.074,7.04,280.19
1373.350,86.120,7.04,280.19
1373.400,86.098,7.04,280.19
1373.450,86.103,7.04,280.19
1373.500,86.124,7.04,280.19
1373.550,86.083,7.04,280.19
1373.600,86.103,7.04,280.19
1373.650,86.122,7.04,280.19
1373.700,86.133,7.04,280.19
1373.750,86.113,7.04,280.19
1373.800,86.148,7.04,280.19
1373.850,86.131,7.05,280.20
1373.900,86.133,7.05,280.20
1373.950,86.105,7.05,280.20
1374.000,86.131,7.05,280.20
1374.050,86.103,7.05,280.20
1374.100,86.105,7.05,280.20
1374.150,86.107,7.05,280.20
1374.200,86.139,7.05,280.20
1374.250,86.142,7.05,280.20
1374.300,86.124,7.05,280.20
1374.350,86.098,7.05,280.20
1374.400,86.085,7.05,280.20
1374.450,86.148,7.05,280.20
1374.500,86.135,7.05,280.20
1374.550,86.124,7.05,280.20
1374.600,86.133,7.06,280.21
1374.650,86.131,7.05,280.20
1374.700,86.137,7.06,280.21
1374.750,86.142,7.05,280.20
1374.800,86.131,7.06,280.21
1374.850,86.124,7.05,280.20
1374.900,86.109,7.06,280.21
1374.950,86.135,7.06,280.21
1375.000,86.122,7.05,280.20
1375.050,86.087,7.06,280.21
1375.100,86.122,7.06,280.21
1375.150,86.174,7.06,280.21
1375.200,86.113,7.06,280.21
1375.250,86.131,7.06,280.21
1375.300,86.120,7.06,280.21
1375.350,86.111,7.06,280.21
1375.400,86.139,7.06,280.21
1375.450,86.146,7.06,280.21
1375.500,86.146,7.07,280.22
1375.550,86.148,7.06,280.21
1375.600,86.083,7.07,280.22
1375.650,86.142,7.07,280.22
1375.700,86.118,7.07,280.22
1375.750,86.116,7.07,280.22
1375.800,86.142,7.07,280.22
1375.850,86.126,7.07,280.22
1375.900,86.142,7.07,280.22
1375.950,86.118,7.08,280.23
1376.000,86.152,7.08,280.23
1376.050,86.116,7.08,280.23
1376.100,86.144,7.08,280.23
1376.150,86.124,7.09,280.24
1376.200,86.139,7.09,280.24
1376.250,86.126,7.09,280.24
1376.300,86.120,7.09,280.24
1376.350,86.126,7.09,280.24
1376.400,86.139,7.09,280.24
1376.450,86.133,7.10,280.25
1376.500,86.124,7.09,280.24
1376.550,86.146,7.10,280.25
1376.600,86.146,7.10,280.25
1376.650,86.131,7.10,280.25
1376.700,86.148,7.10,280.25
1376.750,86.146,7.10,280.25
1376.800,86.122,7.10,280.25
1376.850,86.129,7.10,280.25
1376.900,86.155,7.10,280.25
1376.950,86.157,7.10,280.25
1377.000,86.146,7.10,280.25
1377.050,86.094,7.11,280.26
1377.100,86.124,7.10,280.25
1377.150,86.116,7.11,280.26
1377.200,86.157,7.10,280.25
1377.250,86.148,7.11,280.26
1377.300,86.118,7.10,280.25
1377.350,86.155,7.10,280.25
1377.400,86.129,7.11,280.26
1377.450,86.146,7.11,280.26
1377.500,86.135,7.11,280.26
1377.550,86.135,7.11,280.26
1377.600,86.165,7.10,280.25
1377.650,86.150,7.11,280.26
1377.700,86.157,7.11,280.26
1377.750,86.170,7.11,280.26
1377.800,86.152,7.11,280.26
1377.850,86.135,7.11,280.26
1377.900,86.155,7.11,280.26
1377.950,86.146,7.11,280.26
1378.000,86.150,7.11,280.26
1378.050,86.161,7.11,280.26
1378.100,86.159,7.11,280.26
1378.150,86.165,7.11,280.26
1378.200,86.135,7.11,280.26
1378.250,86.142,7.11,280.26
1378.300,86.148,7.12,280.27
1378.350,86.172,7.11,280.26
1378.400,86.165,7.12,280.27
1378.450,86.142,7.12,280.27
1378.500,86.148,7.12,280.27
1378.550,86.144,7.12,280.27
1378.600,86.126,7.12,280.27
1378.650,86.148,7.12,280.27
1378.700,86.165,7.13,280.28
1378.750,86.137,7.12,280.27
1378.800,86.126,7.13,280.28
1378.850,86.139,7.13,280.28
1378.900,86.172,7.13,280.28
1378.950,86.129,7.13,280.28
1379.000,86.183,7.13,280.28
1379.050,86.131,7.13,280.28
1379.100,86.165,7.14,280.29
1379.150,86.161,7.14,280.29
1379.200,86.172,7.14,280.29
1379.250,86.168,7.14,280.29
1379.300,86.159,7.14,280.29
1379.350,86.139,7.14,280.29
1379.400,86.157,7.14,280.29
1379.450,86.135,7.15,280.30
1379.500,86.159,7.14,280.29
1379.550,86.159,7.15,280.30
1379.600,86.152,7.15,280.30
1379.650,86.152,7.15,280.30
1379.700,86.135,7.15,280.30
1379.750,86.172,7.15,280.30
1379.800,86.122,7.16,280.31
1379.850,86.126,7.16,280.31
1379.900,86.142,7.16,280.31
1379.950,86.161,7.16,280.31
1380.000,86.159,7.16,280.31
1380.050,86.155,7.16,280.31
1380.100,86.142,7.16,280.31
1380.150,86.159,7.16,280.31
1380.200,86.170,7.16,280.31
1380.250,86.157,7.17,280.32
1380.300,86.163,7.17,280.32
1380.350,86.165,7.17,280.32
1380.400,86.159,7.17,280.32
1380.450,86.137,7.17,280.32
1380.500,86.148,7.17,280.32
1380.550,86.161,7.17,280.32
1380.600,86.161,7.16,280.31
1380.650,86.183,7.17,280.32
1380.700,86.165,7.17,280.32
1380.750,86.157,7.17,280.32
1380.800,86.176,7.17,280.32
1380.850,86.161,7.17,280.32
1380.900,86.148,7.17,280.32
1380.950,86.172,7.17,280.32
1381.000,86.174,7.17,280.32
1381.050,86.150,7.17,280.32
1381.100,86.157,7.17,280.32
1381.150,86.118,7.17,280.32
1381.200,86.183,7.18,280.33
1381.250,86.137,7.17,280.32
1381.300,86.133,7.17,280.32
1381.350,86.146,7.17,280.32
1381.400,86.198,7.17,280.32
1381.450,86.157,7.17,280.32
1381.500,86.172,7.18,280.33
1381.550,86.178,7.17,280.32
1381.600,86.168,7.17,280.32
1381.650,86.174,7.17,280.32
1381.700,86.163,7.17,280.32
1381.750,86.176,7.18,280.33
1381.800,86.168,7.17,280.32
1381.850,86.187,7.17,280.32
1381.900,86.137,7.17,280.32
1381.950,86.146,7.17,280.32
1382.000,86.176,7.17,280.32
1382.050,86.161,7.17,280.32
1382.100,86.163,7.17,280.32
1382.150,86.133,7.17,280.32
1382.200,86.181,7.17,280.32
1382.250,86.152,7.17,280.32
1382.300,86.172,7.17,280.32
1382.350,86.183,7.17,280.32
1382.400,86.170,7.17,280.32
1382.450,86.135,7.17,280.32
1382.500,86.189,7.17,280.32
1382.550,86.137,7.17,280.32
1382.600,86.152,7.17,280.32
1382.650,86.185,7.17,280.32
1382.700,86.170,7.17,280.32
1382.750,86.172,7.17,280.32
1382.800,86.155,7.18,280.33
1382.850,86.168,7.17,280.32
1382.900,86.174,7.17,280.32
1382.950,86.152,7.17,280.32
1383.000,86.170,7.17,280.32
1383.050,86.159,7.17,280.32
1383.100,86.170,7.18,280.33
1383.150,86.174,7.17,280.32
1383.200,86.176,7.17,280.32
1383.250,86.168,7.17,280.32
1383.300,86.148,7.17,280.32
1383.350,86.185,7.17,280.32
1383.400,86.155,7.18,280.33
1383.450,86.155,7.17,280.32
1383.500,86.194,7.18,280.33
1383.550,86.192,7.18,280.33
1383.600,86.181,7.17,280.32
1383.650,86.148,7.17,280.32
1383.700,86.209,7.18,280.33
1383.750,86.178,7.18,280.33
1383.800,86.202,7.18,280.33
1383.850,86.155,7.18,280.33
1383.900,86.150,7.18,280.33
1383.950,86.163,7.18,280.33
1384.000,86.181,7.19,280.34
1384.050,86.196,7.18,280.33
1384.100,86.185,7.19,280.34
1384.150,86.159,7.19,280.34
1384.200,86.178,7.19,280.34
1384.250,86.183,7.20,280.35
1384.300,86.192,7.20,280.35
1384.350,86.174,7.20,280.35
1384.400,86.176,7.19,280.34
1384.450,86.178,7.20,280.35
1384.500,86.170,7.20,280.35
1384.550,86.183,7.20,280.35
1384.600,86.174,7.20,280.35
1384.650,86.168,7.21,280.36
1384.700,86.170,7.20,280.35
1384.750,86.192,7.21,280.36
1384.800,86.181,7.21,280.36
1384.850,86.155,7.20,280.35
1384.900,86.165,7.21,280.36
1384.950,86.168,7.21,280.36
1385.000,86.157,7.21,280.36
1385.050,86.176,7.21,280.36
1385.100,86.196,7.21,280.36
1385.150,86.172,7.21,280.36
1385.200,86.187,7.21,280.36
1385.250,86.170,7.21,280.36
1385.300,86.196,7.22,280.37
1385.350,86.181,7.22,280.37
1385.400,86.163,7.22,280.37
1385.450,86.187,7.22,280.37
1385.500,86.170,7.22,280.37
1385.550,86.183,7.22,280.37
1385.600,86.178,7.22,280.37
1385.650,86.211,7.23,280.38
1385.700,86.205,7.22,280.37
1385.750,86.152,7.22,280.37
1385.800,86.176,7.22,280.37
1385.850,86.181,7.23,280.38
1385.900,86.165,7.22,280.37
1385.950,86.181,7.23,280.38
1386.000,86.168,7.22,280.37
1386.050,86.194,7.23,280.38
1386.100,86.165,7.22,280.37
1386.150,86.198,7.23,280.38
1386.200,86.192,7.23,280.38
1386.250,86.155,7.23,280.38
1386.300,86.174,7.23,280.38
1386.350,86.185,7.23,280.38
1386.400,86.189,7.23,280.38
1386.450,86.172,7.23,280.38
1386.500,86.194,7.23,280.38
1386.550,86.192,7.23,280.38
1386.600,86.187,7.23,280.38
1386.650,86.172,7.23,280.38
1386.700,86.189,7.23,280.38
1386.750,86.207,7.23,280.38
1386.800,86.181,7.24,280.39
1386.850,86.165,7.24,280.39
1386.900,86.181,7.24,280.39
1386.950,86.172,7.24,280.39
1387.000,86.205,7.24,280.39
1387.050,86.194,7.24,280.39
1387.100,86.172,7.25,280.40
1387.150,86.155,7.25,280.40
1387.200,86.196,7.25,280.40
1387.250,86.146,7.25,280.40
1387.300,86.176,7.25,280.40
1387.350,86.194,7.25,280.40
1387.400,86.174,7.25,280.40
1387.450,86.200,7.25,280.40
1387.500,86.220,7.26,280.41
1387.550,86.202,7.25,280.40
1387.600,86.202,7.26,280.41
1387.650,86.176,7.26,280.41
1387.700,86.220,7.26,280.41
1387.750,86.189,7.26,280.41
1387.800,86.192,7.26,280.41
1387.850,86.170,7.27,280.42
1387.900,86.185,7.27,280.42
1387.950,86.170,7.27,280.42
1388.000,86.159,7.27,280.42
1388.050,86.185,7.28,280.43
1388.100,86.200,7.28,280.43
1388.150,86.198,7.27,280.42
1388.200,86.220,7.28,280.43
1388.250,86.207,7.28,280.43
1388.300,86.170,7.28,280.43
1388.350,86.205,7.29,280.44
1388.400,86.189,7.29,280.44
1388.450,86.163,7.29,280.44
1388.500,86.131,7.29,280.44
1388.550,86.207,7.29,280.44
1388.600,86.192,7.30,280.45
1388.650,86.152,7.30,280.45
1388.700,86.209,7.30,280.45
1388.750,86.183,7.30,280.45
1388.800,86.187,7.30,280.45
1388.850,86.198,7.31,280.46
1388.900,86.189,7.31,280.46
1388.950,86.192,7.31,280.46
1389.000,86.168,7.31,280.46
1389.050,86.198,7.32,280.47
1389.100,86.224,7.32,280.47
1389.150,86.211,7.32,280.47
1389.200,86.192,7.33,280.48
1389.250,86.170,7.32,280.47
1389.300,86.161,7.33,280.48
1389.350,86.174,7.33,280.48
1389.400,86.192,7.33,280.48
1389.450,86.159,7.33,280.48
1389.500,86.202,7.34,280.49
1389.550,86.209,7.33,280.48
1389.600,86.192,7.34,280.49
1389.650,86.174,7.34,280.49
1389.700,86.198,7.34,280.49
1389.750,86.205,7.34,280.49
1389.800,86.235,7.34,280.49
1389.850,86.168,7.35,280.50
1389.900,86.174,7.35,280.50
1389.950,86.202,7.34,280.49
1390.000,86.194,7.35,280.50
1390.050,86.189,7.35,280.50
1390.100,86.185,7.35,280.50
1390.150,86.181,7.35,280.50
1390.200,86.189,7.36,280.51
1390.250,86.202,7.35,280.50
1390.300,86.194,7.35,280.50
1390.350,86.189,7.35,280.50
1390.400,86.224,7.36,280.51
1390.450,86.220,7.36,280.51
1390.500,86.198,7.36,280.51
1390.550,86.178,7.36,280.51
1390.600,86.183,7.37,280.52
1390.650,86.163,7.37,280.52
1390.700,86.222,7.36,280.51
1390.750,86.200,7.37,280.52
1390.800,86.189,7.37,280.52
1390.850,86.226,7.37,280.52
1390.900,86.189,7.37,280.52
1390.950,86.172,7.37,280.52
1391.000,86.187,7.38,280.53
1391.050,86.202,7.38,280.53
1391.100,86.181,7.38,280.53
1391.150,86.205,7.39,280.54
1391.200,86.198,7.39,280.54
1391.250,86.183,7.39,280.54
1391.300,86.192,7.39,280.54
1391.350,86.200,7.39,280.54
1391.400,86.211,7.39,280.54
1391.450,86.218,7.38,280.53
1391.500,86.181,7.39,280.54
1391.550,86.231,7.39,280.54
1391.600,86.181,7.39,280.54
1391.650,86.178,7.39,280.54
1391.700,86.205,7.39,280.54
1391.750,86.233,7.39,280.54
1391.800,86.220,7.39,280.54
1391.850,86.192,7.39,280.54
1391.900,86.215,7.38,280.53
1391.950,86.172,7.39,280.54
1392.000,86.172,7.39,280.54
1392.050,86.213,7.39,280.54
1392.100,86.161,7.39,280.54
1392.150,86.228,7.39,280.54
1392.200,86.198,7.39,280.54
1392.250,86.222,7.39,280.54
1392.300,86.231,7.39,280.54
1392.350,86.176,7.39,280.54
1392.400,86.205,7.39,280.54
1392.450,86.233,7.39,280.54
1392.500,86.189,7.39,280.54
1392.550,86.231,7.40,280.55
1392.600,86.174,7.40,280.55
1392.650,86.200,7.39,280.54
1392.700,86.213,7.40,280.55
1392.750,86.192,7.40,280.55
1392.800,86.198,7.41,280.56
1392.850,86.196,7.41,280.56
1392.900,86.198,7.41,280.56
1392.950,86.215,7.41,280.56
1393.000,86.196,7.41,280.56
1393.050,86.220,7.42,280.57
1393.100,86.183,7.42,280.57
1393.150,86.211,7.42,280.57
1393.200,86.192,7.43,280.58
1393.250,86.211,7.43,280.58
1393.300,86.200,7.43,280.58
1393.350,86.224,7.44,280.59
1393.400,86.215,7.44,280.59
1393.450,86.202,7.45,280.60
1393.500,86.200,7.45,280.60
1393.550,86.196,7.46,280.61
1393.600,86.237,7.46,280.61
1393.650,86.174,7.46,280.61
1393.700,86.187,7.46,280.61
1393.750,86.233,7.47,280.62
1393.800,86.172,7.47,280.62
1393.850,86.200,7.48,280.63
1393.900,86.222,7.48,280.63
1393.950,86.194,7.48,280.63
1394.000,86.194,7.48,280.63
1394.050,86.165,7.48,280.63
1394.100,86.215,7.49,280.64
1394.150,86.196,7.49,280.64
1394.200,86.205,7.50,280.65
1394.250,86.205,7.50,280.65
1394.300,86.196,7.51,280.66
1394.350,86.185,7.50,280.65
1394.400,86.192,7.51,280.66
1394.450,86.187,7.50,280.65
1394.500,86.211,7.51,280.66
1394.550,86.228,7.51,280.66
1394.600,86.178,7.51,280.66
1394.650,86.181,7.51,280.66
1394.700,86.150,7.52,280.67
1394.750,86.222,7.52,280.67
1394.800,86.194,7.52,280.67
1394.850,86.211,7.52,280.67
1394.900,86.192,7.52,280.67
1394.950,86.211,7.52,280.67
1395.000,86.183,7.53,280.68
1395.050,86.207,7.53,280.68
1395.100,86.202,7.53,280.68
1395.150,86.215,7.53,280.68
1395.200,86.194,7.53,280.68
1395.250,86.174,7.53,280.68
1395.300,86.200,7.53,280.68
1395.350,86.213,7.53,280.68
1395.400,86.222,7.53,280.68
1395.450,86.196,7.53,280.68
1395.500,86.183,7.54,280.69
1395.550,86.183,7.54,280.69
1395.600,86.176,7.54,280.69
1395.650,86.165,7.54,280.69
1395.700,86.211,7.55,280.70
1395.750,86.200,7.55,280.70
1395.800,86.205,7.55,280.70
1395.850,86.213,7.55,280.70
1395.900,86.198,7.55,280.70
1395.950,86.222,7.56,280.71
1396.000,86.192,7.56,280.71
1396.050,86.202,7.56,280.71
1396.100,86.202,7.57,280.72
1396.150,86.231,7.56,280.71
1396.200,86.222,7.57,280.72
1396.250,86.159,7.57,280.72
1396.300,86.202,7.57,280.72
1396.350,86.189,7.57,280.72
1396.400,86.213,7.57,280.72
1396.450,86.200,7.57,280.72
1396.500,86.213,7.58,280.73
1396.550,86.198,7.57,280.72
1396.600,86.205,7.58,280.73
1396.650,86.196,7.58,280.73
1396.700,86.209,7.58,280.73
1396.750,86.241,7.58,280.73
1396.800,86.224,7.58,280.73
1396.850,86.198,7.59,280.74
1396.900,86.220,7.59,280.74
1396.950,86.189,7.59,280.74
1397.000,86.198,7.59,280.74
1397.050,86.202,7.59,280.74
1397.100,86.231,7.59,280.74
1397.150,86.174,7.59,280.74
1397.200,86.222,7.59,280.74
1397.250,86.222,7.59,280.74
1397.300,86.224,7.59,280.74
1397.350,86.200,7.60,280.75
1397.400,86.241,7.60,280.75
1397.450,86.237,7.60,280.75
1397.500,86.181,7.60,280.75
1397.550,86.176,7.60,280.75
1397.600,86.218,7.60,280.75
1397.650,86.161,7.61,280.76
1397.700,86.226,7.61,280.76
1397.750,86.174,7.61,280.76
1397.800,86.237,7.61,280.76
1397.850,86.205,7.61,280.76
1397.900,86.185,7.61,280.76
1397.950,86.211,7.61,280.76
1398.000,86.222,7.61,280.76
1398.050,86.192,7.61,280.76
1398.100,86.198,7.61,280.76
1398.150,86.183,7.61,280.76
1398.200,86.189,7.61,280.76
1398.250,86.187,7.61,280.76
1398.300,86.226,7.61,280.76
1398.350,86.198,7.61,280.76
1398.400,86.228,7.61,280.76
1398.450,86.198,7.62,280.77
1398.500,86.207,7.61,280.76
1398.550,86.207,7.62,280.77
1398.600,86.209,7.61,280.76
1398.650,86.213,7.61,280.76
1398.700,86.235,7.62,280.77
1398.750,86.187,7.61,280.76
1398.800,86.224,7.61,280.76
1398.850,86.198,7.61,280.76
1398.900,86.207,7.62,280.77
1398.950,86.205,7.62,280.77
1399.000,86.205,7.62,280.77
1399.050,86.222,7.62,280.77
1399.100,86.233,7.62,280.77
1399.150,86.211,7.62,280.77
1399.200,86.205,7.62,280.77
1399.250,86.213,7.62,280.77
1399.300,86.170,7.62,280.77
1399.350,86.187,7.62,280.77
1399.400,86.209,7.62,280.77
1399.450,86.205,7.62,280.77
1399.500,86.207,7.62,280.77
1399.550,86.220,7.62,280.77
1399.600,86.205,7.62,280.77
1399.650,86.192,7.62,280.77
1399.700,86.200,7.62,280.77
1399.750,86.231,7.62,280.77
1399.800,86.228,7.63,280.78
1399.850,86.194,7.62,280.77
1399.900,86.178,7.62,280.77
1399.950,86.207,7.62,280.77
1400.000,86.194,7.62,280.77
1400.050,86.185,7.62,280.77
1400.100,86.170,7.62,280.77
1400.150,86.213,7.62,280.77
1400.200,86.235,7.62,280.77
1400.250,86.196,7.62,280.77
1400.300,86.233,7.62,280.77
1400.350,86.241,7.61,280.76
1400.400,86.224,7.62,280.77
1400.450,86.218,7.61,280.76
1400.500,86.222,7.61,280.76
1400.550,86.200,7.61,280.76
1400.600,86.218,7.61,280.76
1400.650,86.178,7.61,280.76
1400.700,86.209,7.61,280.76
1400.750,86.233,7.61,280.76
1400.800,86.189,7.61,280.76
1400.850,86.198,7.61,280.76
1400.900,86.244,7.61,280.76
1400.950,86.224,7.61,280.76
1401.000,86.239,7.61,280.76
1401.050,86.218,7.61,280.76
1401.100,86.192,7.60,280.75
1401.150,86.235,7.61,280.76
1401.200,86.239,7.61,280.76
1401.250,86.218,7.61,280.76
1401.300,86.218,7.61,280.76
1401.350,86.233,7.61,280.76
1401.400,86.231,7.61,280.76
1401.450,86.213,7.61,280.76
1401.500,86.233,7.61,280.76
1401.550,86.202,7.61,280.76
1401.600,86.205,7.61,280.76
1401.650,86.218,7.61,280.76
1401.700,86.192,7.61,280.76
1401.750,86.196,7.61,280.76
1401.800,86.211,7.61,280.76
1401.850,86.213,7.61,280.76
1401.900,86.215,7.61,280.76
1401.950,86.159,7.62,280.77
1402.000,86.202,7.61,280.76
1402.050,86.181,7.61,280.76
1402.100,86.235,7.62,280.77
1402.150,86.211,7.61,280.76
1402.200,86.246,7.61,280.76
1402.250,86.239,7.61,280.76
1402.300,86.224,7.61,280.76
1402.350,86.215,7.62,280.77
1402.400,86.196,7.61,280.76
1402.450,86.202,7.61,280.76
1402.500,86.198,7.61,280.76
1402.550,86.213,7.61,280.76
1402.600,86.198,7.61,280.76
1402.650,86.233,7.62,280.77
1402.700,86.250,7.62,280.77
1402.750,86.200,7.61,280.76
1402.800,86.202,7.61,280.76
1402.850,86.233,7.61,280.76
1402.900,86.207,7.61,280.76
1402.950,86.211,7.62,280.77
1403.000,86.202,7.61,280.76
1403.050,86.222,7.61,280.76
1403.100,86.198,7.62,280.77
1403.150,86.241,7.61,280.76
1403.200,86.215,7.62,280.77
1403.250,86.215,7.61,280.76
1403.300,86.224,7.61,280.76
1403.350,86.202,7.61,280.76
1403.400,86.224,7.61,280.76
1403.450,86.215,7.61,280.76
1403.500,86.207,7.60,280.75
1403.550,86.215,7.61,280.76
1403.600,86.250,7.60,280.75
1403.650,86.244,7.60,280.75
1403.700,86.213,7.60,280.75
1403.750,86.207,7.60,280.75
1403.800,86.239,7.61,280.76
1403.850,86.244,7.60,280.75
1403.900,86.200,7.61,280.76
1403.950,86.178,7.61,280.76
1404.000,86.215,7.60,280.75
1404.050,86.237,7.60,280.75
1404.100,86.235,7.60,280.75
1404.150,86.220,7.60,280.75
1404.200,86.244,7.61,280.76
1404.250,86.200,7.60,280.75
1404.300,86.231,7.60,280.75
1404.350,86.211,7.60,280.75
1404.400,86.192,7.60,280.75
1404.450,86.215,7.60,280.75
1404.500,86.237,7.60,280.75
1404.550,86.224,7.60,280.75
1404.600,86.207,7.60,280.75
1404.650,86.248,7.60,280.75
1404.700,86.215,7.60,280.75
1404.750,86.244,7.60,280.75
1404.800,86.228,7.60,280.75
1404.850,86.207,7.60,280.75
1404.900,86.226,7.60,280.75
1404.950,86.218,7.60,280.75
1405.000,86.224,7.60,280.75
1405.050,86.241,7.60,280.75
1405.100,86.213,7.60,280.75
1405.150,86.254,7.60,280.75
1405.200,86.202,7.60,280.75
1405.250,86.215,7.60,280.75
1405.300,86.215,7.60,280.75
1405.350,86.213,7.60,280.75
1405.400,86.220,7.61,280.76
1405.450,86.222,7.60,280.75
1405.500,86.233,7.61,280.76
1405.550,86.213,7.60,280.75
1405.600,86.224,7.60,280.75
1405.650,86.205,7.61,280.76
1405.700,86.235,7.61,280.76
1405.750,86.207,7.61,280.76
1405.800,86.215,7.61,280.76
1405.850,86.226,7.60,280.75
1405.900,86.233,7.61,280.76
1405.950,86.237,7.60,280.75
1406.000,86.241,7.61,280.76
1406.050,86.218,7.60,280.75
1406.100,86.241,7.61,280.76
1406.150,86.209,7.61,280.76
1406.200,86.215,7.60,280.75
1406.250,86.228,7.61,280.76
1406.300,86.239,7.60,280.75
1406.350,86.213,7.60,280.75
1406.400,86.226,7.61,280.76
1406.450,86.202,7.60,280.75
1406.500,86.218,7.60,280.75
1406.550,86.252,7.60,280.75
1406.600,86.231,7.60,280.75
1406.650,86.244,7.60,280.75
